543ODP677AODP 677 Planktonic O-18
Size fraction: medium
ODP 677A 1 deg 12.138' N 83 deg 44' W water depth 3472.3 m
ODP 677B 1 deg 13.006' N 83 deg 43.392' W water depth 3446.8 m
see also proc ODP sci res, vol 111, p227 ff
ages are by astronomical correlation.
Agemodel for 677 27.04.89
format(A16,f8.2,f9.4,A12,f8.2)
sample ID, depth age, species planktonic 18O
A 88/ 773ODP677B   14.60   0.3550   GRUBER C    -0.74
A 87/1377ODP677A   14.65   0.3570   GRUBER CW   -0.82
A 88/ 774ODP677B   14.70   0.3580   GRUBER C    -1.21
A 87/1391ODP677A   14.77   0.3600   GRUBER C    -0.97
A 88/ 775ODP677B   14.80   0.3610   GRUBER C    -0.97
A 88/ 776ODP677B   14.90   0.3640   GRUBER C    -0.62
A 87/1380ODP677A   14.95   0.3650   GRUBER C    -1.35
A 88/ 777ODP677B   15.00   0.3670   GRUBER C    -1.31
A 87/1381ODP677A   15.05   0.3680   GRUBER C    -1.30
A 88/ 778ODP677B   15.10   0.3690   GRUBER C    -1.34
A 87/1382ODP677A   15.14   0.3710   GRUBER C    -1.15
A 88/ 779ODP677B   15.20   0.3720   GRUBER C    -1.56
A 87/1383ODP677A   15.25   0.3740   GRUBER C    -1.11
A 88/ 780ODP677B   15.30   0.3750   GRUBER C    -1.42
A 87/1384ODP677A   15.35   0.3770   GRUBER C    -1.14
A 88/ 821ODP677B   15.40   0.3780   GRUBER C    -1.46
A 87/1385ODP677A   15.45   0.3790   GRUBER C    -1.30
A 88/ 822ODP677B   15.50   0.3810   GRUBER C    -1.55
A 87/1386ODP677A   15.55   0.3820   GRUBER C    -1.83
A 88/ 823ODP677B   15.60   0.3840   GRUBER C    -1.59
A 87/1387ODP677A   15.67   0.3860   GRUBER C    -1.33
A 88/ 824ODP677B   15.70   0.3870   GRUBER C    -1.69
A 87/1388ODP677A   15.75   0.3880   GRUBER C    -1.67
A 88/ 825ODP677B   15.78   0.3890   GRUBER C    -1.94
A 87/1389ODP677A   15.85   0.3910   GRUBER C    -1.80
A 88/ 826ODP677B   15.90   0.3920   GRUBER C    -2.02
A 87/1390ODP677A   15.93   0.3930   GRUBER C    -1.84
A 88/ 827ODP677B   16.00   0.3950   GRUBER C    -2.20
A 87/1392ODP677A   16.05   0.3970   GRUBER C    -2.22
A 88/ 828ODP677B   16.08   0.3980   GRUBER C    -2.31
A 87/1393ODP677A   16.14   0.3990   GRUBER C    -2.48
A 87/1394ODP677A   16.24   0.4020   GRUBER C    -2.50
A 87/1395ODP677A   16.34   0.4050   GRUBER C    -2.66
A 87/1396ODP677A   16.45   0.4070   GRUBER C    -2.38
